FilePath,ModificationKind,ChangeCount
impl/src/test/java/org/dukecon/server/conference/ConferencesConfigurationServiceSpec.groovy,M,2
impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusEventTypeMapper.groovy,A,2
impl/src/main/java/org/dukecon/server/impl/JerseyConfig.java,D,2
impl/src/docs/asciidoc/manual_rest_doc.adoc,A,2
impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusSpeakerMapper.groovy,M,2
impl/src/main/resources/herbstcampus-2016/images/5274_1.jpg,A,2
impl/src/main/resources/herbstcampus-2016/images/5253_1.jpg,A,2
impl/src/main/java/org/dukecon/server/service/ConferenceService.groovy,A,2
api/src/main/java/org/dukecon/model/TalkOld.java,M,2
impl/src/main/java/org/dukecon/server/favorites/PreferencesRepository.groovy,M,2
impl/src/main/resources/herbstcampus-2016/images/5196_1.jpg,A,2
impl/src/main/resources/herbstcampus-2016/images/5228_1.jpg,A,2
impl/src/main/java/org/dukecon/server/adapter/sched/SchedJsonMapper.groovy,A,2
impl/src/main/java/org/dukecon/server/favorites/Preference.groovy,R,2
impl/src/main/java/org/dukecon/server/business/MetaDataExtractor.groovy,D,2
api/src/main/resources/raml/meta_schema.json,R,2
impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusDataProvider.groovy,A,2
impl/src/main/java/org/dukecon/server/security/KeycloakConfigService.groovy,A,2
impl/src/main/resources/herbstcampus-2016/images/5257_1.jpg,A,2
impl/src/main/resources/herbstcampus-2016/images/5236_1.jpg,A,2
api/src/main/resources/raml/dukecon.raml,M,2
impl/src/main/java/org/dukecon/server/business/MetaDataLookup.groovy,D,2
impl/src/main/webapp/WEB-INF/conferences/499959.properties,A,2
impl/src/main/resources/javaland-2015.raw,D,2
impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusEventMapper.groovy,A,2
impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusEventTypeMapper.groovy,D,2
api/src/main/resources/raml/talks_schema.json,R,2
impl/src/main/resources/herbstcampus-2016/images/5223_1.jpg,A,2
impl/src/test/resources/arquillian-firefox.xml,A,2
impl/src/main/java/org/dukecon/server/adapter/doag/DoagSpeakersMapper.groovy,A,2
impl/src/main/java/org/dukecon/server/utils/amf/Amf3Output.java,A,2
jqassistant/index.adoc,A,2
impl/src/test/java/org/dukecon/server/conference/JavalandDataProviderHealthIndicatorSpec.groovy,M,2
impl/src/test/java/org/dukecon/server/conference/AbstractDukeConSpec.groovy,A,2
jqassistant/spring.adoc,A,2
api/src/main/java/org/dukecon/model/Location.java,A,2
impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusEventMapper.groovy,M,2
impl/src/test/java/org/dukecon/server/conference/ConferencesConfigurationServiceSpec.groovy,A,2
impl/src/main/java/org/dukecon/server/model/Preference.groovy,M,2
impl/src/main/resources/herbstcampus-2016/images/5224_2.jpg,A,2
impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusEventMapper.groovy,D,2
jqassistant/structure.adoc,A,2
impl/src/main/resources/javaland-speaker-2017.raw,A,2
impl/src/main/resources/javaland-2016-final-finished-conf.raw,A,2
impl/src/main/webapp/WEB-INF/conferences/jl2017.properties,A,2
impl/src/main/resources/apacheconeu2016.raw,A,2
impl/src/main/resources/herbstcampus-2016/images/5187_1.jpg,A,2
impl/src/main/resources/herbstcampus-2016/images/5270_1.jpg,A,2
impl/src/main/resources/herbstcampus-2016/images/5227_1.jpg,A,2
impl/src/test/java/org/dukecon/server/conference/adpater/heise/HeiseDataExtractorSpec.groovy,R,2
impl/src/main/webapp/WEB-INF/templates/styles.ftl,M,2
impl/src/main/resources/herbstcampus-2016/images/5248_1.jpg,A,2
impl/src/test/resources/arquillian-firefox.xml,D,2
impl/src/main/resources/META-INF/flex/services-config.xml,A,2
impl/src/main/java/org/dukecon/server/impl/resource/MetaImpl.groovy,D,2
impl/src/main/java/org/dukecon/server/adapter/heise/HeiseSpeakerMapper.groovy,M,2
impl/src/main/java/org/dukecon/server/adapter/heise/HeiseStreamMapper.groovy,R,2
impl/src/main/resources/javaland-2016.raw,A,2
impl/src/test/java/org/dukecon/server/conference/adpater/doag/DoagJsonMapperSpec.groovy,A,2
impl/src/main/java/org/dukecon/server/conference/SliceEventHelper.groovy,A,2
impl/src/main/java/org/dukecon/server/conference/ConferenceDataProvider.groovy,D,2
impl/src/main/java/org/dukecon/server/adapter/sched/SchedDataRemote.groovy,A,2
impl/src/main/resources/herbstcampus-2016/images/5214_1.jpg,A,2
api/src/main/java/org/dukecon/model/OrderAndNamable.java,A,2
impl/src/main/resources/herbstcampus-2016/images/5236_2.jpg,A,2
impl/src/main/webapp/public/img/apacheconeu2016/conference/logo.png,A,2
impl/src/main/resources/herbstcampus-2016/images/5235_1.jpg,A,2
impl/src/main/resources/herbstcampus-2016/images/5140_1.jpg,A,2
impl/src/main/java/org/dukecon/server/conference/ConferenceDataExtractor.groovy,M,2
api/src/main/java/org/dukecon/model/user/UserFilters.java,M,2
impl/src/main/resources/application-postgresql-localhost.properties,A,2
impl/src/test/java/org/dukecon/server/business/MetaDataExtractorSpec.groovy,D,2
impl/src/main/java/org/dukecon/server/business/JavalandDataProvider.groovy,A,2
impl/src/test/java/org/dukecon/server/gui/DetailPageTest.java,M,2
impl/src/main/resources/herbstcampus-2016/images/5178_1.jpg,A,2
api/src/main/java/org/dukecon/services/CrudService.java,A,2
impl/src/main/java/org/dukecon/server/conference/JavalandDataProviderHealthIndicator.groovy,M,2
impl/src/main/resources/herbstcampus-2016/images/5290_1.jpg,A,2
impl/src/test/java/org/dukecon/server/javaland/JavalandDataProviderHealthIndicatorSpec.groovy,R,2
api/src/main/java/org/dukecon/model/OrderAndNamable.java,D,2
api/src/main/java/org/dukecon/model/Identifyable.java,A,2
impl/src/main/resources/herbstcampus-2016/images/5218_1.jpg,A,2
impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusAudienceMapper.groovy,A,2
api/src/main/java/org/dukecon/model/Event.java,R,2
impl/src/main/resources/herbstcampus-2016/images/5286_1.jpg,A,2
impl/src/main/resources/herbstcampus-2016/images/5222_1.jpg,A,2
impl/src/main/resources/herbstcampus-2016/images/5165_1.jpg,A,2
impl/src/main/java/org/dukecon/server/adapter/heise/HeiseMetaDataMapper.groovy,A,1
impl/src/main/java/org/dukecon/server/conference/ConferenceDataExtractor.groovy,A,1
impl/src/test/java/org/dukecon/server/gui/stage/ThenStartPage.java,M,1
impl/src/main/webapp/WEB-INF/conferences/jl2016.properties,A,1
impl/src/main/webapp/public/img/streams/1.jpg,A,1
impl/src/main/resources/application-production.properties,A,1
impl/src/test/java/org/dukecon/server/gui/stage/AbstractStage.java,M,1
api/src/main/java/org/dukecon/services/CrudService.java,M,1
impl/src/main/java/org/dukecon/server/adapter/LocalResourceDataProvider.groovy,M,1
impl/src/main/webapp/public/img/jl2017/streams/6.jpg,A,1
impl/src/main/java/org/dukecon/server/adapter/ConferenceDataExtractor.groovy,M,1
impl/src/main/java/org/dukecon/server/adapter/heise/HeiseAbstractEntityMapper.groovy,A,1
impl/src/main/java/org/dukecon/server/preferences/PreferencesService.groovy,R,1
impl/src/main/java/org/dukecon/model/Talk.java,A,1
impl/src/main/webapp/public/img/499959/conference/logo.png,A,1
impl/src/main/java/org/dukecon/server/core/MetaService.java,A,1
impl/src/main/webapp/public/img/jl2016/languages/2.png,A,1
impl/src/main/webapp/public/img/jl2016/streams/9.jpg,R,1
impl/src/main/java/org/dukecon/server/adapter/DefaultRawDataResource.groovy,A,1
impl/src/main/webapp/public/img/jl2017/streams/1.jpg,A,1
impl/src/main/webapp/public/img/499959/streams/6.jpg,A,1
impl/src/main/resources/db/migration/postgresql/V1__init.sql,M,1
api/src/main/java/org/dukecon/model/Conference.java,A,1
impl/src/main/java/org/dukecon/ServletInitializer.groovy,R,1
impl/src/main/java/org/dukecon/server/utils/LocalDateTimePropertyProxy.java,A,1
impl/src/main/java/org/dukecon/server/javaland/JavalandDataProviderHealthIndicator.groovy,M,1
impl/src/main/webapp/public/img/499959/streams/5.jpg,R,1
impl/src/main/resources/application-latest.properties,A,1
impl/src/main/webapp/public/img/jl2017/streams/5.jpg,C,1
impl/src/test/java/org/dukecon/server/conference/JavalandDataExtractorSpec.groovy,A,1
impl/src/test/java/org/dukecon/server/business/PreferencesRepositorySpec.groovy,A,1
impl/src/main/webapp/public/img/jl2016/languages/1.png,R,1
impl/src/main/webapp/public/img/499959/languages/1.png,A,1
impl/src/test/java/org/dukecon/server/gui/stage/WhenStartPage.java,M,1
api/src/main/java/org/dukecon/model/TalkType.java,D,1
impl/src/main/webapp/public/img/jl2016/streams/3.jpg,R,1
impl/src/main/java/org/dukecon/server/adapter/DefaultRawDataResource.groovy,D,1
api/src/main/java/org/dukecon/model/UserPreference.java,M,1
impl/src/main/java/org/dukecon/server/adapter/ConferenceDataExtractor.groovy,A,1
impl/src/main/webapp/public/img/jl2016/conference/logo.png,R,1
impl/src/test/resources/javaland-speaker-2016.raw,M,1
impl/src/main/resources/application.properties,R,1
impl/src/main/java/org/dukecon/server/adapter/heise/HeiseLanguageMapper.groovy,A,1
impl/src/main/webapp/public/img/jl2016/streams/5.jpg,A,1
impl/src/main/webapp/public/img/jl2017/conference/logo.png,A,1
impl/src/main/webapp/public/img/499959/streams/1.jpg,A,1
impl/src/main/webapp/public/img/streams/7.jpg,A,1
impl/src/test/java/org/dukecon/server/javaland/JavalandDataExtractorSpec.groovy,A,1
impl/src/main/java/org/dukecon/server/adapter/sched/SchedDataProviderHealthIndicator.groovy,R,1
impl/src/main/webapp/public/img/jl2017/languages/2.png,A,1
impl/src/main/webapp/public/img/languages/1.png,A,1
impl/src/test/java/org/dukecon/server/gui/StartPageIT.java,M,1
impl/src/main/java/org/dukecon/server/admin/EventBookingService.groovy,A,1
impl/src/main/java/org/dukecon/server/preferences/AbstractPreferencesService.groovy,R,1
impl/src/main/java/org/dukecon/server/admin/FullyBookedService.groovy,A,1
impl/src/test/resources/demotalks.json,D,1
impl/src/test/java/org/dukecon/server/javaland/JavalandDataRemoteSpec.groovy,A,1
impl/src/main/webapp/tst.html,A,1
impl/src/main/java/org/dukecon/server/service/ConferencesResource.groovy,A,1
impl/src/main/webapp/public/img/jl2017/streams/7.jpg,A,1
impl/pom.xml,R,1
impl/src/main/webapp/public/img/streams/2.jpg,A,1
impl/src/main/webapp/WEB-INF/conferences/jl2016.properties,R,1
impl/src/main/java/org/dukecon/server/filter/Filters.groovy,M,1
api/dukecon.raml,M,1
impl/src/main/java/org/dukecon/server/javaland/JavalandDataProviderHealthIndicator.groovy,A,1
api/src/main/java/org/dukecon/model/UserFilters.java,A,1
impl/src/main/java/org/dukecon/server/conference/SliceEventHelper.groovy,R,1
impl/src/main/java/org/dukecon/server/security/KeycloakAuthentication.groovy,A,1
impl/src/main/java/org/dukecon/server/speaker/SpeakerImageService.groovy,A,1
impl/src/main/java/org/dukecon/server/impl/ServletCustomizer.groovy,A,1
impl/src/main/java/org/dukecon/server/conference/JavalandDataProvider.groovy,A,1
impl/src/main/webapp/public/img/499959/languages/2.png,A,1
impl/src/main/webapp/public/img/499959/streams/7.jpg,A,1
impl/src/test/java/org/dukecon/server/conference/JavalandDataExtractorSpec.groovy,R,1
impl/src/main/webapp/public/img/jl2016/languages/3.png,A,1
impl/src/main/java/org/dukecon/DukeConServerApplication.groovy,R,1
api/src/main/java/org/dukecon/model/UserPreference.java,A,1
impl/src/test/java/org/dukecon/server/conference/adpater/doag/DoagSpeakerDataExtractorSpec.groovy,A,1
impl/src/main/java/org/dukecon/server/impl/ServletInitializer.groovy,R,1
impl/src/main/webapp/public/img/jl2016/languages/2.png,R,1
impl/src/main/java/org/dukecon/server/speaker/SpeakerImageResource.groovy,A,1
api/talk_example.json,A,1
impl/src/main/webapp/public/img/499959/streams/6.jpg,R,1
impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusCsvInput.groovy,M,1
impl/src/main/java/org/dukecon/server/conference/CurrentConferenceResource.groovy,A,1
impl/src/main/webapp/public/img/jl2017/streams/6.jpg,C,1
impl/src/main/java/org/dukecon/server/conference/ConferencesConfigurationService.groovy,M,1
impl/src/main/resources/demotalks.json,M,1
impl/src/main/webapp/public/img/jl2017/streams/2.jpg,A,1
impl/src/main/java/org/dukecon/model/MetaData.java,A,1
impl/src/main/java/org/dukecon/server/javaland/JavalandDataRemote.groovy,A,1
api/src/main/java/org/dukecon/model/Conference.java,R,1
impl/src/main/webapp/public/img/languages/2.png,A,1
impl/src/main/resources/logback.xml,A,1
impl/src/main/resources/herbstcampus_2016_veranstaltungen_20160826.csv,A,1
impl/src/main/webapp/public/img/jl2016/streams/5.jpg,R,1
impl/src/main/webapp/public/img/streams/8.jpg,A,1
impl/src/main/webapp/public/img/499959/streams/1.jpg,R,1
impl/src/main/webapp/public/img/jl2016/streams/4.jpg,R,1
impl/src/main/webapp/public/img/jl2017/streams/1.jpg,C,1
impl/src/main/java/org/dukecon/server/model/Filters.groovy,A,1
impl/src/main/java/org/dukecon/server/javaland/JavalandDataProvider.groovy,A,1
impl/src/main/java/org/dukecon/server/repository/FiltersRepository.groovy,A,1
impl/src/main/webapp/public/img/jl2017/languages/3.png,A,1
impl/src/main/webapp/public/img/499959/streams/2.jpg,A,1
impl/src/main/java/org/dukecon/server/favorites/Preference.groovy,A,1
impl/src/main/webapp/public/img/jl2016/streams/6.jpg,A,1
api/talk_schema.json,A,1
src/docs/asciidoc/images/level0-whitebox-architecture.puml,M,1
api/dukecon.raml,A,1
impl/src/main/java/org/dukecon/server/security/AuthenticationFilter.groovy,A,1
impl/src/main/java/org/dukecon/server/favorites/Preference.groovy,M,1
impl/src/main/java/org/dukecon/server/preferences/NoAuthPreferencesServices.groovy,R,1
api/src/main/java/org/dukecon/model/EventType.java,R,1
impl/src/test/java/org/dukecon/server/business/SliceEventHelperSpec.groovy,A,1
impl/src/test/java/org/dukecon/server/conference/adpater/heise/HeiseCsvInputSpec.groovy,M,1
impl/src/test/java/org/dukecon/server/conference/EventProviderSpec.groovy,R,1
impl/src/main/java/org/dukecon/server/service/ConferenceDetailResource.groovy,A,1
impl/src/main/webapp/public/img/streams/3.jpg,A,1
impl/src/main/webapp/public/img/jl2017/languages/1.png,C,1
impl/src/main/resources/application-postgresql-test.properties,M,1
impl/src/main/java/org/dukecon/server/adapter/WebResourceDataProvider.groovy,C,1
src/test/java/org/dukecon/DukeConServerApplicationTests.groovy,A,1
impl/src/main/webapp/public/img/jl2016/streams/1.jpg,A,1
impl/src/main/webapp/public/img/jl2017/streams/8.jpg,A,1
impl/src/main/java/org/dukecon/server/conference/JavalandDataExtractor.groovy,A,1
impl/src/main/java/org/dukecon/server/adapter/heise/HeiseStreamMapper.groovy,A,1
impl/src/main/java/org/dukecon/server/preferences/PreferencesRepository.groovy,R,1
impl/src/main/webapp/public/img/499959/languages/1.png,R,1
api/src/main/java/org/dukecon/model/Talk.java,A,1
impl/src/test/java/org/dukecon/server/business/SliceEventHelperSpec.groovy,M,1
impl/src/test/java/org/dukecon/server/conference/JavalandDataProviderSpec.groovy,A,1
impl/src/main/webapp/public/img/jl2017/streams/3.jpg,A,1
impl/src/main/webapp/public/img/jl2016/languages/3.png,R,1
impl/src/main/java/org/dukecon/server/conference/ConferenceDetailResource.groovy,R,1
impl/src/main/webapp/public/img/499959/streams/7.jpg,R,1
impl/src/main/java/org/dukecon/server/speaker/SpeakerImageResource.groovy,R,1
impl/src/main/webapp/public/img/499959/languages/3.png,A,1
api/meta_schema.json,A,1
impl/src/main/webapp/public/img/jl2017/streams/7.jpg,C,1
api/src/main/java/org/dukecon/model/EventType.java,C,1
api/src/main/java/org/dukecon/model/MetaData.java,A,1
impl/src/main/java/org/dukecon/server/impl/JerseyConfig.groovy,D,1
impl/src/main/webapp/public/img/499959/streams/8.jpg,A,1
api/src/test/java/org/dukecon/adapter/ResourceWrapperTests.java,M,1
impl/src/test/java/org/dukecon/server/conference/adpater/RawDataResourcesTests.groovy,M,1
impl/src/test/java/org/dukecon/server/conference/adpater/heise/HeiseDataExtractorSpec.groovy,A,1
impl/src/test/java/org/dukecon/server/conference/adpater/MultipleRawDataResourcesTests.groovy,A,1
impl/src/main/java/org/dukecon/server/service/MetaService.java,D,1
impl/src/main/java/org/dukecon/server/service/KeycloakConfigService.groovy,M,1
api/src/main/java/org/dukecon/model/Talk.java,D,1
impl/src/test/java/org/dukecon/DukeconServerApplicationSpec.groovy,M,1
src/main/resources/application.properties,A,1
impl/src/main/webapp/public/img/languages/3.png,A,1
impl/src/main/java/org/dukecon/server/admin/AdminResource.groovy,A,1
impl/src/main/webapp/public/img/streams/9.jpg,A,1
impl/src/main/webapp/public/img/jl2016/streams/6.jpg,R,1
impl/src/test/java/org/dukecon/server/conference/adpater/MultipleRawDataResourcesTests.groovy,D,1
impl/src/main/webapp/public/img/499959/streams/3.jpg,A,1
impl/src/main/webapp/public/img/jl2017/streams/2.jpg,C,1
impl/src/main/java/org/dukecon/server/conference/ConferencesResource.groovy,R,1
impl/src/main/java/org/dukecon/model/Conference.java,A,1
impl/src/main/webapp/public/img/jl2016/streams/7.jpg,A,1
impl/src/main/webapp/public/img/499959/streams/2.jpg,R,1
dukecon.jpg,A,1
impl/src/main/java/org/dukecon/server/admin/EventBookingService.groovy,R,1
api/src/main/java/org/dukecon/model/Speaker.java,A,1
dukecon.jpg,D,1
impl/src/main/webapp/public/img/jl2017/languages/2.png,C,1
impl/src/main/java/org/dukecon/server/impl/JerseyConfig.groovy,A,1
impl/src/main/java/org/dukecon/server/impl/JerseyConfig.java,A,1
impl/src/main/java/org/dukecon/server/speaker/SpeakerImageService.groovy,R,1
impl/src/main/java/org/dukecon/server/preferences/Preference.groovy,R,1
impl/src/main/webapp/public/img/jl2016/streams/2.jpg,A,1
impl/src/main/webapp/public/img/jl2017/conference/logo.png,C,1
impl/src/test/java/org/dukecon/server/javaland/JavalandDataProviderHealthIndicatorSpec.groovy,A,1
impl/src/main/webapp/public/img/jl2017/streams/9.jpg,A,1
impl/src/main/java/org/dukecon/server/adapter/ConferenceDataProvider.groovy,M,1
impl/src/test/java/org/dukecon/server/herbstcampus/HerbstcampusDataExtractorSpec.groovy,A,1
impl/src/main/webapp/public/img/streams/4.jpg,A,1
impl/src/main/webapp/WEB-INF/conferences/apacheconeu2016.properties,M,1
src/main/java/org/dukecon/ServletInitializer.groovy,A,1
api/src/main/java/org/dukecon/model/MetaData.java,R,1
impl/src/main/java/org/dukecon/server/conference/JavalandDataProvider.groovy,R,1
impl/src/main/webapp/public/img/499959/streams/8.jpg,R,1
impl/src/main/java/org/dukecon/server/adapter/RawDataResourceSupplier.groovy,A,1
impl/src/main/resources/logback.properties,A,1
impl/src/main/webapp/public/img/499959/streams/9.jpg,A,1
impl/src/main/resources/javaland-speaker-2017.raw,M,1
impl/src/test/java/org/dukecon/server/gui/DetailPageIT.java,M,1
impl/src/test/java/org/dukecon/server/repository/FiltersRepositorySpec.groovy,A,1
impl/src/main/webapp/public/img/jl2017/streams/8.jpg,C,1
api/meta_example.json,A,1
impl/src/main/webapp/public/img/499959/languages/2.png,R,1
impl/src/main/resources/javaland-2015.raw,A,1
impl/src/main/webapp/public/img/jl2017/streams/4.jpg,A,1
impl/src/test/java/org/dukecon/server/repository/FiltersRepositorySpec.groovy,M,1
impl/src/main/webapp/public/img/jl2016/streams/8.jpg,A,1
impl/src/main/java/org/dukecon/server/adapter/RawDataResourceSupplier.groovy,M,1
impl/src/main/java/org/dukecon/server/adapter/doag/DoagSpeakerImageService.groovy,M,1
impl/src/main/resources/application-integrationtest.properties,A,1
impl/src/main/webapp/public/img/499959/streams/4.jpg,A,1
impl/src/main/java/org/dukecon/server/service/ConferenceService.groovy,D,1
impl/src/main/webapp/public/img/jl2016/streams/7.jpg,R,1
impl/src/main/webapp/public/img/jl2017/streams/3.jpg,C,1
impl/src/main/java/org/dukecon/server/adapter/RawDataResourceSupplier.groovy,D,1
impl/src/test/resources/javaland-2016.raw,M,1
impl/src/main/java/org/dukecon/server/adapter/heise/HeiseDataProvider.groovy,M,1
impl/src/main/java/org/dukecon/server/business/PreferencesRepository.groovy,A,1
impl/src/main/webapp/public/img/499959/streams/3.jpg,R,1
impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusDataExtractor.groovy,A,1
impl/src/main/java/org/dukecon/server/model/Preference.groovy,A,1
impl/src/main/java/org/dukecon/server/javaland/JavalandDataExtractor.groovy,A,1
impl/src/main/java/org/dukecon/server/core/JerseyConfig.java,R,1
impl/src/main/java/org/dukecon/server/service/PreferencesService.groovy,A,1
impl/src/main/java/org/dukecon/server/model/Preference.groovy,D,1
impl/src/main/webapp/public/img/jl2016/streams/3.jpg,A,1
impl/src/main/resources/db/migration/V1__init.sql,A,1
impl/src/main/java/org/dukecon/ServletInitializer.groovy,M,1
impl/src/main/java/org/dukecon/server/service/FiltersService.groovy,A,1
impl/src/main/webapp/public/img/streams/5.jpg,A,1
impl/src/test/java/org/dukecon/server/gui/stage/GivenStartPage.java,M,1
impl/src/main/java/org/dukecon/server/conference/JavalandDataExtractor.groovy,R,1
impl/src/main/webapp/public/img/jl2017/languages/3.png,C,1
impl/src/main/webapp/public/img/jl2016/streams/1.jpg,R,1
impl/src/main/java/org/dukecon/server/business/SliceEventHelper.groovy,A,1
impl/src/main/java/org/dukecon/server/adapter/heise/HeiseSpeakerMapper.groovy,A,1
impl/src/main/webapp/public/img/jl2017/streams/5.jpg,A,1
impl/src/main/webapp/public/img/499959/languages/3.png,R,1
impl/src/test/resources/arquillian-firefox.xml,M,1
api/src/main/java/org/dukecon/model/Talk.java,R,1
impl/src/main/resources/db/migration/h2/V1__init.sql,M,1
impl/src/test/java/org/dukecon/DukeConServerApplicationTests.groovy,R,1
impl/src/main/webapp/public/img/jl2017/streams/9.jpg,C,1
impl/src/main/java/org/dukecon/server/conference/SpeakerImageResource.groovy,A,1
impl/src/main/resources/application-testing.properties,A,1
impl/src/test/java/org/dukecon/server/conference/SliceEventHelperSpec.groovy,R,1
impl/src/main/java/org/dukecon/server/adapter/doag/DoagSpeakerImageService.groovy,A,1
impl/src/main/resources/db/migration/V1__init.sql,D,1
api/src/main/java/org/dukecon/model/Resources.java,M,1
impl/src/test/java/org/dukecon/server/gui/KeycloakLoginIT.java,M,1
impl/src/test/java/org/dukecon/server/conference/JavalandDataProviderSpec.groovy,R,1
impl/src/main/webapp/public/img/499959/streams/9.jpg,R,1
impl/src/main/java/org/dukecon/model/Speaker.java,A,1
impl/src/main/webapp/public/img/jl2017/streams/4.jpg,C,1
impl/src/main/webapp/public/img/jl2016/languages/1.png,A,1
impl/src/main/webapp/WEB-INF/conferences/522447.properties,A,1
impl/src/main/java/org/dukecon/server/security/KeycloakConfigService.groovy,R,1
impl/src/main/java/org/dukecon/server/adapter/heise/HeiseCsvInput.groovy,A,1
impl/src/main/webapp/public/img/499959/streams/5.jpg,A,1
impl/src/main/webapp/public/img/jl2016/streams/9.jpg,A,1
impl/src/main/webapp/public/img/499959/streams/4.jpg,R,1
impl/src/main/java/org/dukecon/server/adapter/MultipleRawDataResources.groovy,A,1
impl/src/main/java/org/dukecon/server/admin/AdminResource.groovy,R,1
impl/src/main/webapp/public/img/jl2016/streams/8.jpg,R,1
.gitignore,A,1
impl/src/test/java/org/dukecon/server/service/PreferencesServiceSpec.groovy,A,1
impl/src/main/resources/db/migration/h2/V1__init.sql,A,1
impl/src/main/webapp/public/img/jl2016/streams/4.jpg,A,1
api/src/main/java/org/dukecon/model/Speaker.java,R,1
impl/src/main/java/org/dukecon/server/adapter/sched/SchedDataProviderHealthIndicator.groovy,A,1
impl/src/main/java/org/dukecon/server/impl/resource/MetaImpl.groovy,A,1
impl/src/main/java/org/dukecon/server/impl/CacheManifestFilter.groovy,A,1
impl/src/main/java/org/dukecon/server/utils/LocalDateTimePropertyProxy.java,D,1
api/src/main/java/org/dukecon/model/TalkOld.java,R,1
src/main/java/org/dukecon/DukeConServerApplication.groovy,A,1
impl/src/main/webapp/WEB-INF/conferences/522447.properties,D,1
impl/src/main/webapp/public/img/jl2016/conference/logo.png,A,1
impl/src/main/java/org/dukecon/server/adapter/MultipleRawDataResources.groovy,D,1
impl/src/main/webapp/public/img/jl2016/streams/2.jpg,R,1
impl/src/main/webapp/public/img/streams/6.jpg,A,1
impl/src/main/webapp/public/img/jl2017/languages/1.png,A,1
impl/src/main/java/org/dukecon/server/admin/FullyBookedResource.groovy,A,1
