Author,ChangeCount,FilePath
Niko Köbler,2,api/src/main/java/org/dukecon/model/Speaker.java
Gerd Aschemann,1,api/src/main/java/org/dukecon/model/Speaker.java
Dirk Mahler,1,api/src/main/java/org/dukecon/model/Speaker.java
Alexander Schwartz,1,api/src/main/java/org/dukecon/model/Speaker.java
Christofer Dutz,1,api/src/main/java/org/dukecon/model/Styles.java
Dirk Mahler,1,api/src/main/java/org/dukecon/model/Styles.java
Falk Sippach,1,api/src/main/java/org/dukecon/model/Styles.java
Falk Sippach,15,api/src/main/java/org/dukecon/model/Talk.java
Niko Köbler,3,api/src/main/java/org/dukecon/model/Talk.java
Gerd Aschemann,1,api/src/main/java/org/dukecon/model/Talk.java
Falk Sippach,5,api/src/main/java/org/dukecon/model/TalkOld.java
Alexander Schwartz,2,api/src/main/java/org/dukecon/model/TalkOld.java
Gerd Aschemann,1,api/src/main/java/org/dukecon/model/TalkOld.java
Falk Sippach,10,api/src/main/java/org/dukecon/model/TalkType.java
Falk Sippach,14,api/src/main/java/org/dukecon/model/Track.java
Christofer Dutz,3,api/src/main/java/org/dukecon/model/Track.java
Alexander Schwartz,1,api/src/main/java/org/dukecon/model/Track.java
Dirk Mahler,1,api/src/main/java/org/dukecon/model/Track.java
Gerd Aschemann,1,api/src/main/java/org/dukecon/model/Track.java
Falk Sippach,1,api/src/main/java/org/dukecon/model/UserFilters.java
Gerd Aschemann,2,api/src/main/java/org/dukecon/model/UserPreference.java
Christofer Dutz,2,api/src/main/java/org/dukecon/services/ConferenceService.java
Dirk Mahler,1,api/src/main/java/org/dukecon/services/ConferenceService.java
Falk Sippach,1,api/src/main/java/org/dukecon/services/ConferenceService.java
Christofer Dutz,2,api/src/main/java/org/dukecon/services/CrudService.java
Dirk Mahler,1,api/src/main/java/org/dukecon/services/CrudService.java
Christofer Dutz,3,api/src/main/java/org/dukecon/services/ResourceService.java
Gerd Aschemann,1,api/src/main/java/org/dukecon/services/ResourceService.java
Dirk Mahler,1,api/src/main/java/org/dukecon/services/ResourceService.java
Falk Sippach,1,api/src/main/java/org/dukecon/services/ResourceService.java
Falk Sippach,2,api/src/test/java/org/dukecon/adapter/ResourceWrapperTests.java
Dirk Mahler,1,api/src/test/java/org/dukecon/adapter/ResourceWrapperTests.java
Niko Köbler,1,impl/src/main/java/org/dukecon/model/Conference.java
Niko Köbler,1,impl/src/main/java/org/dukecon/model/MetaData.java
Niko Köbler,1,impl/src/main/java/org/dukecon/model/Speaker.java
Niko Köbler,1,impl/src/main/java/org/dukecon/model/Talk.java
Gerd Aschemann,2,impl/src/main/resources/db/migration/common/need-at-least-an-empty-file-here.txt
Falk Sippach,1,impl/src/main/resources/db/migration/common/need-at-least-an-empty-file-here.txt
Gerd Aschemann,2,impl/src/main/resources/db/migration/h2/V1__init.sql
Falk Sippach,2,impl/src/main/resources/db/migration/h2/V1__init.sql
Gerd Aschemann,2,impl/src/main/resources/db/migration/postgresql/V1__init.sql
Falk Sippach,2,impl/src/main/resources/db/migration/postgresql/V1__init.sql
Christofer Dutz,1,impl/src/main/webapp/public/img/languages/1.png
Christofer Dutz,1,impl/src/main/webapp/public/img/languages/2.png
Christofer Dutz,1,impl/src/main/webapp/public/img/languages/3.png
Christofer Dutz,1,impl/src/main/webapp/public/img/streams/1.jpg
Christofer Dutz,1,impl/src/main/webapp/public/img/streams/2.jpg
Christofer Dutz,1,impl/src/main/webapp/public/img/streams/3.jpg
Christofer Dutz,1,impl/src/main/webapp/public/img/streams/4.jpg
Christofer Dutz,1,impl/src/main/webapp/public/img/streams/5.jpg
Christofer Dutz,1,impl/src/main/webapp/public/img/streams/6.jpg
Christofer Dutz,1,impl/src/main/webapp/public/img/streams/7.jpg
Christofer Dutz,1,impl/src/main/webapp/public/img/streams/8.jpg
Christofer Dutz,1,impl/src/main/webapp/public/img/streams/9.jpg
Falk Sippach,5,impl/src/test/java/org/dukecon/integration/DukeConServerApplicationTests.groovy
Gerd Aschemann,4,impl/src/test/java/org/dukecon/integration/DukeconServerApplicationSpec.groovy
Falk Sippach,4,impl/src/test/java/org/dukecon/integration/DukeconServerApplicationSpec.groovy
Niko Köbler,2,impl/src/test/java/org/dukecon/integration/DukeconServerApplicationSpec.groovy
"Aschemann, Gerd",1,impl/src/test/java/org/dukecon/integration/DukeconServerApplicationSpec.groovy
Falk Sippach,5,impl/src/test/java/org/dukecon/unit/SampleSpec.groovy
Christofer Dutz,1,api/src/main/java/org/dukecon/model/annotations/Relation.java
Dirk Mahler,1,api/src/main/java/org/dukecon/model/annotations/Relation.java
Falk Sippach,4,api/src/main/java/org/dukecon/model/user/UserFilters.java
Alexander Schwartz,1,api/src/main/java/org/dukecon/model/user/UserFilters.java
Gerd Aschemann,1,api/src/main/java/org/dukecon/model/user/UserFilters.java
Falk Sippach,5,api/src/main/java/org/dukecon/model/user/UserPreference.java
Christofer Dutz,1,api/src/main/java/org/dukecon/model/user/UserPreference.java
Dirk Mahler,1,api/src/main/java/org/dukecon/model/user/UserPreference.java
Alexander Schwartz,1,api/src/main/java/org/dukecon/model/user/UserPreference.java
Gerd Aschemann,1,api/src/main/java/org/dukecon/model/user/UserPreference.java
Falk Sippach,2,impl/src/main/java/org/dukecon/server/adapter/ConferenceDataExtractor.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/adapter/ConferenceDataExtractor.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/adapter/ConferenceDataExtractor.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/adapter/ConferenceDataProvider.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/adapter/ConferenceDataProvider.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/adapter/ConferenceDataProvider.groovy
Falk Sippach,9,impl/src/main/java/org/dukecon/server/adapter/DataProviderLoader.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/adapter/DataProviderLoader.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/adapter/DataProviderLoader.groovy
Falk Sippach,4,impl/src/main/java/org/dukecon/server/adapter/DefaultRawDataResource.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/adapter/LocalResourceDataProvider.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/adapter/LocalResourceDataProvider.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/adapter/LocalResourceDataProvider.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/adapter/MultipleRawDataResources.groovy
Falk Sippach,6,impl/src/main/java/org/dukecon/server/adapter/RawDataMapper.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/adapter/RawDataMapper.groovy
Falk Sippach,3,impl/src/main/java/org/dukecon/server/adapter/RawDataResourceSupplier.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/adapter/RawDataResources.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/adapter/RawDataResources.groovy
Falk Sippach,4,impl/src/main/java/org/dukecon/server/adapter/WebResourceDataProvider.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/adapter/WebResourceDataProvider.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/adapter/WebResourceDataProvider.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/adapter/WebResourceDataProviderHealthIndicator.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/adapter/WebResourceDataProviderHealthIndicator.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/adapter/WebResourceDataProviderHealthIndicator.groovy
Falk Sippach,9,impl/src/main/java/org/dukecon/server/adapter/WebResourceDataProviderRemote.groovy
Gerd Aschemann,3,impl/src/main/java/org/dukecon/server/adapter/WebResourceDataProviderRemote.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/adapter/WebResourceDataProviderRemote.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/adapter/WebResourceLocalBackup.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/adapter/WebResourceLocalBackup.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/admin/AdminResource.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/admin/AdminResource.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/admin/EventBookingService.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/admin/EventBookingService.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/admin/FullyBookedResource.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/admin/FullyBookedService.groovy
Falk Sippach,26,impl/src/main/java/org/dukecon/server/business/JavalandDataExtractor.groovy
Falk Sippach,14,impl/src/main/java/org/dukecon/server/business/JavalandDataProvider.groovy
Falk Sippach,11,impl/src/main/java/org/dukecon/server/business/MetaDataExtractor.groovy
Falk Sippach,5,impl/src/main/java/org/dukecon/server/business/MetaDataLookup.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/business/PreferencesRepository.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/business/PreferencesRepository.groovy
Christofer Dutz,1,impl/src/main/java/org/dukecon/server/business/PreferencesRepository.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/business/SliceEventHelper.groovy
Gerd Aschemann,10,impl/src/main/java/org/dukecon/server/business/TalkProvider.groovy
Falk Sippach,8,impl/src/main/java/org/dukecon/server/business/TalkProvider.groovy
Niko Köbler,5,impl/src/main/java/org/dukecon/server/business/TalkProvider.groovy
"Aschemann, Gerd",1,impl/src/main/java/org/dukecon/server/business/TalkProvider.groovy
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/business/TalkProvider.groovy
Falk Sippach,3,impl/src/main/java/org/dukecon/server/conference/ConferenceDataExtractor.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/conference/ConferenceDataProvider.groovy
annam002,2,impl/src/main/java/org/dukecon/server/conference/ConferenceDataProvider.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/conference/ConferenceDataProvider.groovy
Falk Sippach,3,impl/src/main/java/org/dukecon/server/conference/ConferenceDetailResource.groovy
Alexander Schwartz,2,impl/src/main/java/org/dukecon/server/conference/ConferenceDetailResource.groovy
Michal Harakal,1,impl/src/main/java/org/dukecon/server/conference/ConferenceDetailResource.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/conference/ConferenceDetailResource.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/conference/ConferenceDetailResource.groovy
Falk Sippach,10,impl/src/main/java/org/dukecon/server/conference/ConferencesConfiguration.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/conference/ConferencesConfiguration.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/conference/ConferencesConfiguration.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/conference/ConferencesConfigurationService.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/conference/ConferencesConfigurationService.groovy
Falk Sippach,10,impl/src/main/java/org/dukecon/server/conference/ConferencesResource.groovy
Alexander Schwartz,3,impl/src/main/java/org/dukecon/server/conference/ConferencesResource.groovy
Gerd Aschemann,3,impl/src/main/java/org/dukecon/server/conference/ConferencesResource.groovy
annam002,2,impl/src/main/java/org/dukecon/server/conference/ConferencesResource.groovy
Christofer Dutz,2,impl/src/main/java/org/dukecon/server/conference/ConferencesResource.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/conference/ConferencesResource.groovy
Michal Harakal,1,impl/src/main/java/org/dukecon/server/conference/ConferencesResource.groovy
Falk Sippach,5,impl/src/main/java/org/dukecon/server/conference/CurrentConferenceResource.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/conference/CurrentConferenceResource.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/conference/CurrentConferenceResource.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/conference/EventBookingResource.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/conference/EventBookingResource.groovy
Falk Sippach,3,impl/src/main/java/org/dukecon/server/conference/InitResource.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/conference/InitResource.groovy
Alexander Schwartz,5,impl/src/main/java/org/dukecon/server/conference/JavalandDataExtractor.groovy
Falk Sippach,3,impl/src/main/java/org/dukecon/server/conference/JavalandDataExtractor.groovy
Gerd Aschemann,3,impl/src/main/java/org/dukecon/server/conference/JavalandDataExtractor.groovy
Alexander Schwartz,4,impl/src/main/java/org/dukecon/server/conference/JavalandDataProvider.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/conference/JavalandDataProvider.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/conference/JavalandDataProvider.groovy
Alexander Schwartz,3,impl/src/main/java/org/dukecon/server/conference/JavalandDataProviderHealthIndicator.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/conference/JavalandDataProviderHealthIndicator.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/conference/JavalandDataProviderHealthIndicator.groovy
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/conference/JavalandDataRemote.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/conference/JavalandDataRemote.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/conference/JavalandDataRemote.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/conference/SliceEventHelper.groovy
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/conference/SliceEventHelper.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/conference/SliceEventHelper.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/conference/SpeakerImageResource.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/conference/YamlDateTimeConstructor.java
Falk Sippach,1,impl/src/main/java/org/dukecon/server/conference/YamlDateTimeConstructor.java
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/conference/YamlDateTimeConstructor.java
Falk Sippach,2,impl/src/main/java/org/dukecon/server/core/CacheManifestFilter.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/core/CacheManifestFilter.groovy
Alexander Schwartz,2,impl/src/main/java/org/dukecon/server/core/CacheManifestFilter.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/core/CorsFilter.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/core/CorsFilter.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/core/CorsFilter.groovy
Falk Sippach,11,impl/src/main/java/org/dukecon/server/core/JerseyConfig.java
Gerd Aschemann,4,impl/src/main/java/org/dukecon/server/core/JerseyConfig.java
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/core/JerseyConfig.java
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/core/JerseyConfig.java
annam002,3,impl/src/main/java/org/dukecon/server/core/MetaService.java
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/core/MetaService.java
Christofer Dutz,2,impl/src/main/java/org/dukecon/server/core/MetaService.java
Falk Sippach,2,impl/src/main/java/org/dukecon/server/core/MetaService.java
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/core/MetaService.java
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/core/MetaService.java
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/core/ServletCustomizer.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/core/ServletCustomizer.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/core/ServletCustomizer.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/core/ServletInitializer.groovy
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/core/ServletInitializer.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/core/ServletInitializer.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/favorites/AbstractPreferencesService.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/favorites/AbstractPreferencesService.groovy
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/favorites/AbstractPreferencesService.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/favorites/AbstractPreferencesService.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/favorites/NoAuthPreferencesService.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/favorites/NoAuthPreferencesServices.groovy
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/favorites/NoAuthPreferencesServices.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/favorites/Preference.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/favorites/Preference.groovy
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/favorites/Preference.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/favorites/PreferencesRepository.groovy
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/favorites/PreferencesRepository.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/favorites/PreferencesRepository.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/favorites/PreferencesRepository.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/favorites/PreferencesService.groovy
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/favorites/PreferencesService.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/favorites/PreferencesService.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/filter/Filters.groovy
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/filter/Filters.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/filter/Filters.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/filter/FiltersRepository.groovy
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/filter/FiltersRepository.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/filter/FiltersRepository.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/filter/FiltersService.groovy
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/filter/FiltersService.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/filter/FiltersService.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusAbstractEntityMapper.groovy
Falk Sippach,3,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusAudienceMapper.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusAudienceMapper.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusCsvInput.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusCsvInput.groovy
Falk Sippach,4,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusDataExtractor.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusDataExtractor.groovy
Falk Sippach,4,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusDataProvider.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusDataProvider.groovy
Christofer Dutz,1,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusDataProvider.groovy
Falk Sippach,5,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusEventMapper.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusEventMapper.groovy
Falk Sippach,3,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusEventTypeMapper.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusEventTypeMapper.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusLanguageMapper.groovy
Falk Sippach,3,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusLocationMapper.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusLocationMapper.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusMetaDataMapper.groovy
Falk Sippach,3,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusSpeakerMapper.groovy
Christofer Dutz,1,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusSpeakerMapper.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/herbstcampus/HerbstcampusStreamMapper.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/impl/CacheManifestFilter.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/impl/JerseyConfig.groovy
Gerd Aschemann,7,impl/src/main/java/org/dukecon/server/impl/JerseyConfig.java
Falk Sippach,7,impl/src/main/java/org/dukecon/server/impl/JerseyConfig.java
Niko Köbler,1,impl/src/main/java/org/dukecon/server/impl/JerseyConfig.java
Christofer Dutz,1,impl/src/main/java/org/dukecon/server/impl/JerseyConfig.java
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/impl/JerseyConfig.java
Niko Köbler,1,impl/src/main/java/org/dukecon/server/impl/JerseyConfig.java
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/impl/ServletCustomizer.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/impl/ServletInitializer.groovy
Falk Sippach,4,impl/src/main/java/org/dukecon/server/javaland/JavalandDataExtractor.groovy
Christofer Dutz,3,impl/src/main/java/org/dukecon/server/javaland/JavalandDataExtractor.groovy
Gerd Aschemann,3,impl/src/main/java/org/dukecon/server/javaland/JavalandDataExtractor.groovy
annam002,2,impl/src/main/java/org/dukecon/server/javaland/JavalandDataExtractor.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/javaland/JavalandDataExtractor.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/javaland/JavalandDataProvider.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/javaland/JavalandDataProvider.groovy
annam002,2,impl/src/main/java/org/dukecon/server/javaland/JavalandDataProvider.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/javaland/JavalandDataProvider.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/javaland/JavalandDataProviderHealthIndicator.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/javaland/JavalandDataProviderHealthIndicator.groovy
annam002,2,impl/src/main/java/org/dukecon/server/javaland/JavalandDataProviderHealthIndicator.groovy
Gerd Aschemann,4,impl/src/main/java/org/dukecon/server/javaland/JavalandDataRemote.groovy
annam002,2,impl/src/main/java/org/dukecon/server/javaland/JavalandDataRemote.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/javaland/JavalandDataRemote.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/javaland/JavalandDataRemote.groovy
Falk Sippach,3,impl/src/main/java/org/dukecon/server/model/Filters.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/model/Preference.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/model/Preference.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/preferences/AbstractPreferencesService.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/preferences/NoAuthPreferencesServices.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/preferences/Preference.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/preferences/PreferencesRepository.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/preferences/PreferencesService.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/repository/FiltersRepository.groovy
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/security/AuthenticationFilter.groovy
Gerd Aschemann,3,impl/src/main/java/org/dukecon/server/security/KeycloakAuthentication.groovy
Christofer Dutz,1,impl/src/main/java/org/dukecon/server/security/KeycloakAuthentication.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/security/KeycloakAuthentication.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/security/KeycloakAuthentication.groovy
Gerd Aschemann,3,impl/src/main/java/org/dukecon/server/security/KeycloakConfigService.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/security/KeycloakConfigService.groovy
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/security/KeycloakConfigService.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/security/KeycloakConfigService.groovy
Falk Sippach,6,impl/src/main/java/org/dukecon/server/service/AbstractPreferencesService.groovy
Christofer Dutz,5,impl/src/main/java/org/dukecon/server/service/AbstractPreferencesService.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/service/AbstractPreferencesService.groovy
Falk Sippach,3,impl/src/main/java/org/dukecon/server/service/ConferenceDetailResource.groovy
Falk Sippach,10,impl/src/main/java/org/dukecon/server/service/ConferenceService.groovy
Falk Sippach,4,impl/src/main/java/org/dukecon/server/service/ConferencesResource.groovy
Falk Sippach,5,impl/src/main/java/org/dukecon/server/service/FiltersService.groovy
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/service/KeycloakConfigService.groovy
Christofer Dutz,1,impl/src/main/java/org/dukecon/server/service/KeycloakConfigService.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/service/KeycloakConfigService.groovy
Falk Sippach,9,impl/src/main/java/org/dukecon/server/service/MetaService.java
Niko Köbler,1,impl/src/main/java/org/dukecon/server/service/MetaService.java
Christofer Dutz,1,impl/src/main/java/org/dukecon/server/service/MetaService.java
Niko Köbler,1,impl/src/main/java/org/dukecon/server/service/MetaService.java
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/service/MetaService.java
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/service/NoAuthPreferencesServices.groovy
Gerd Aschemann,5,impl/src/main/java/org/dukecon/server/service/PreferencesService.groovy
Falk Sippach,12,impl/src/main/java/org/dukecon/server/service/TalkService.java
Gerd Aschemann,2,impl/src/main/java/org/dukecon/server/service/TalkService.java
Niko Köbler,2,impl/src/main/java/org/dukecon/server/service/TalkService.java
Alexander Schwartz,1,impl/src/main/java/org/dukecon/server/service/TalkService.java
Christofer Dutz,11,impl/src/main/java/org/dukecon/server/services/ConferenceServiceImpl.java
Falk Sippach,4,impl/src/main/java/org/dukecon/server/services/ConferenceServiceImpl.java
Gerd Aschemann,3,impl/src/main/java/org/dukecon/server/services/ConferenceServiceImpl.java
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/services/ConferenceServiceImpl.java
Christofer Dutz,7,impl/src/main/java/org/dukecon/server/services/ResourceServiceImpl.java
Falk Sippach,2,impl/src/main/java/org/dukecon/server/services/ResourceServiceImpl.java
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/services/ResourceServiceImpl.java
Gerd Aschemann,1,impl/src/main/java/org/dukecon/server/services/ResourceServiceImpl.java
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/speaker/SpeakerImageResource.groovy
Falk Sippach,1,impl/src/main/java/org/dukecon/server/speaker/SpeakerImageResource.groovy
Falk Sippach,2,impl/src/main/java/org/dukecon/server/speaker/SpeakerImageService.groovy
Dirk Mahler,1,impl/src/main/java/org/dukecon/server/speaker/SpeakerImageService.groovy
Christofer Dutz,1,impl/src/main/java/org/dukecon/server/speaker/SpeakerImageService.groovy
Christofer Dutz,2,impl/src/main/java/org/dukecon/server/utils/LocalDateTimePropertyProxy.java
Christofer Dutz,1,impl/src/main/webapp/public/img/499959/conference/logo.png
Gerd Aschemann,1,impl/src/main/webapp/public/img/499959/languages/1.png
Christofer Dutz,1,impl/src/main/webapp/public/img/499959/languages/1.png
Christofer Dutz,1,impl/src/main/webapp/public/img/499959/languages/2.png
Gerd Aschemann,1,impl/src/main/webapp/public/img/499959/languages/2.png
Christofer Dutz,1,impl/src/main/webapp/public/img/499959/languages/3.png
